CO_ID,Name,Year,Quarter,Sector,Current Ratio,Long Term Debt / Captial,Debt / Equity,Gross Margin,Operating Margin,Pre-Tax Profit Margin,Net Profit Margin,Asset Turnover,Inventory Turnover,Receivable Turnover,Days Sales In Receivables,ROE,ROTE,ROA ,ROI,Book Value Per Share,Operating Cash Flow Per Share,Free Case Flow Per Share,Stock Return
1101.TW,台泥,2016,2,Basic Materials,1.2371380548391262,0.2972092469484275,0.4228986304357615,0.2206107388292822,0.16435528026213064,0.15117146621020255,0.11807665603397974,0.08535745097332821,2.1506437607699893,3.5831282936628295,101.86629394363135,0.018456642184577828,0.021707106710119578,0.010078722378514964,0.03364230093630898,39.75237014032837,1.1275841435398568,1.2518807676524837,-0.017356478258599685
1101.TW,台泥,2016,3,Basic Materials,1.1967402593989458,0.2802271078997124,0.3893271210617747,0.22188990363730463,0.16915115897560626,0.18009221370933626,0.1469000121207842,0.08431496975610336,2.1152048213286627,3.6989541494331837,98.67654078813912,0.0225716231962204,0.026463061555942143,0.012385870079135138,0.04367776392990083,39.39625520008405,1.120435513378439,1.1608872697533181,-0.005434767290577304
1101.TW,台泥,2016,4,Basic Materials,1.4133767622451274,0.30128093598158645,0.4311903760702981,0.2401258504969563,0.18830222591465243,0.14103589241045883,0.10378914304982882,0.09943495135839009,2.268183537938366,3.9143121528828306,93.24754535255526,0.018693739697825333,0.02182985801241658,0.01032026839068872,0.033662058415273324,39.921356672091385,1.3113711619210775,1.5520238350507625,-0.05737706369844035
1101.TW,台泥,2017,1,Basic Materials,1.3737850914043186,0.27278352987113963,0.37510636939067576,0.14158462808686648,0.09167379571762131,0.07909783349404487,0.054944314553731485,0.0816032191438691,2.112778860963637,3.068406501904881,118.95425191329973,0.007886961993962643,0.009153346228631759,0.004483632941237827,0.01581264112569686,39.96243001315295,0.3813848630559557,0.4179153544661835,-0.014450863369819659
1101.TW,台泥,2017,2,Basic Materials,1.2426918494709096,0.26417809196605885,0.3590244991100118,0.213159057508918,0.16430682428801718,0.16504988249613176,0.12425236949949178,0.09427382402329884,2.0775618977452432,3.677129057379037,99.26222177803098,0.021124579415915078,0.02459825176337911,0.011713746016672993,0.0433178356152109,39.371201951672994,0.8690493321295987,1.004016899628211,0.002932504935921984
1101.TW,台泥,2017,3,Basic Materials,1.3072286277856549,0.2483028780404483,0.3303230394086959,0.18462987033234993,0.14076731818888133,0.1505849292945256,0.11653309267912142,0.08557276421396832,1.9803350693685546,3.3907880060556463,107.64459451553516,0.01756625658512351,0.02031465107937701,0.009972058862954975,0.038074831763244534,41.429924560203105,0.6702971545857281,0.7571640885256848,0.08771927962310684
1101.TW,台泥,2017,4,Basic Materials,1.4222381373694337,0.2609313180848878,0.35305422144089416,0.2176084211851442,0.16058471778359346,0.15661290856558732,0.11584800618317619,0.10771934942691576,2.749499851697081,4.151263222757097,87.9250436346896,0.02228182792406774,0.02580727288112095,0.012479071858457053,0.047078124440721666,35.94651889351936,1.2289817353501429,1.3629974645055503,0.23655917726111622
1101.TW,台泥,2018,1,Basic Materials,1.4105121531226736,0.2760783921393342,0.38136503889585704,0.23948834730525154,0.19234252196949,0.19097345347950517,0.11850550642382338,0.0854121832055227,1.9967049099512892,3.5981744251662535,101.44032969806214,0.017286062228907047,0.019795247269848687,0.010121814025534848,0.02636741202576937,39.034856631647315,0.5258469957322591,0.788560203216336,0.0043478702031373665
1101.TW,台泥,2018,2,Basic Materials,1.533873781533088,0.31718749631567805,0.464530884546192,0.30817520897912165,0.2694681245166716,0.2947871782602652,0.23141345081989056,0.10752112395513486,2.582768691876737,4.010855938537102,91.00301920420712,0.0463907326718444,0.05303993402109509,0.024881834330490956,0.06110038739604467,35.58826897820109,1.809913625130897,1.901221521642405,-0.13095238496142697
1101.TW,台泥,2018,3,Basic Materials,1.6369539921532394,0.24188245356383492,0.31905666172864644,0.2675992505296185,0.2284605941554197,0.25920228896205466,0.20084676146872413,0.1042810707247464,2.613297320436775,3.8554170123585862,94.67198978216574,0.03478914572788532,0.03904604752906174,0.02094451533755629,0.05911694087248725,36.34478229200092,0.7449307710741606,0.9500526804707203,0.024556576367299784
1101.TW,台泥,2018,4,Basic Materials,1.7112266208506892,0.229333528703692,0.297578183618056,0.2555142580205516,0.2062160705960584,0.2223708060806621,0.16054827787237277,0.10153664361618801,2.7482512975334794,4.252252690850997,85.83685555313343,0.028417927142326303,0.03169849283057974,0.01630153327351984,0.04090648845212504,37.184858445173155,1.4429462259836214,1.7685022733070512,0.11889040957252182
1101.TW,台泥,2019,1,Basic Materials,1.5696180441426657,0.2084720958396609,0.26337933854752754,0.2558676477130285,0.19848938694908821,0.22099000296888413,0.16682107914048122,0.06936960768632013,1.8723352401879712,3.040471466031241,120.04717165671622,0.02012776596900813,0.022564929564993244,0.011572312813783743,0.02828415731061787,39.21507385400832,0.9229016047840756,1.2024148408724626,-0.037280930753044034
1101.TW,台泥,2019,2,Basic Materials,1.5112190651002235,0.2597749482791126,0.35094049799474303,0.2972361091814566,0.2468974396724115,0.1189606339216323,0.2432740639110499,0.084061289796842,2.4004736980517944,3.8010684430021344,96.02563212771778,0.038488909456704926,0.04340427622687852,0.02044993158648223,0.04518409697916985,34.64054290835501,1.4713976894176015,1.8912866575995788,0.10353858915833221
1101.TW,台泥,2019,3,Basic Materials,1.6222575610977081,0.2817234248899119,0.39222137356593184,0.31517009706602084,0.2632079195309535,-0.013426153996615647,0.22842987403493673,0.08603927981066421,2.2124211226550243,3.451915963626729,105.73837945246952,0.03550611453900242,0.03991038566315648,0.0196539418492067,0.04002567744360082,34.66521576317731,0.786004467084551,1.2312542996183011,0.017585005764153165
1101.TW,台泥,2019,4,Basic Materials,1.7757570885060308,0.27712139528816093,0.38335813715033074,0.29469804721801135,0.26297786079358715,0.4199636547781991,0.18596487063903902,0.09584441986246497,3.0544210318066805,3.9849436893120402,91.59476982798056,0.031420106201006055,0.03506259328239411,0.01782369514119704,0.035653642242069475,36.44118316317482,1.9738126769974234,2.2944440035786378,-0.0034763091882301913
1101.TW,台泥,2020,1,Basic Materials,1.528352025819191,0.26600012001682843,0.3623980429300983,0.26304415686060373,0.20295383187266225,0.21540921542395863,0.1584040461954296,0.06117437939426926,1.9044549848412546,2.414042534260231,151.19866150653888,0.016789575161727494,0.018520201076648198,0.009690269219546565,0.018111162703817688,36.59584516375544,1.342919058167552,1.7004722096395042,0.0855060518026419
1101.TW,台泥,2020,2,Basic Materials,1.4618789621411719,0.329791523591707,0.49207304174827693,0.35713304919338723,0.30608988220608135,0.19931434953559535,0.28376680163527473,0.07922918000238086,2.3985581015391437,3.257950977846432,112.0336071604343,0.04400138299039698,0.04931499290926612,0.022482611005461086,0.04054745023683362,32.74584953285006,1.822980994426842,2.1296990105346802,-0.013793106774390197
1101.TW,台泥,2020,3,Basic Materials,1.6275921243422609,0.3155505328805267,0.4610282395405038,0.35404834185608003,0.30367194286251237,-0.004288954810818238,0.28785650586586226,0.07856664688697845,2.2767571333436756,3.1167534329219646,117.10903921514623,0.04133770924632577,0.0460684564761112,0.022615920450482645,0.03966924332545361,34.60019065874483,0.30678405514713053,0.6879840640945156,-0.02576111491667614
1101.TW,台泥,2020,4,Basic Materials,1.7240329859318746,0.29740229144788083,0.4232895835381441,0.3229761772551673,0.2647985558844288,0.4358068130839053,0.2268173250404849,0.08246019198521895,2.7380805627975175,3.372883176748638,108.21602198266751,0.03329109004968344,0.03693027468232972,0.018703400168412196,0.03468377573178484,36.07668170612863,1.8339168942734856,2.4096618597657145,0.20813396985100163
1101.TW,台泥,2021,1,Basic Materials,1.7509063668330922,0.2709906866650832,0.3717245880240029,0.2507000292045632,0.19092669219025693,0.22030808908317456,0.16926653529150928,0.05649623708687266,2.122495053282135,2.5414906808230326,143.6165014312777,0.016532538973294573,0.01827252644935684,0.009562922308702607,0.018568701250704762,36.318665403869204,1.1570486521810046,1.6325576067704628,-0.0905511785009031
1101.TW,台泥,2021,2,Basic Materials,1.877726243730513,0.2576850374990993,0.3471370651494671,0.30761540031570395,0.2516930425068335,0.17664853408053366,0.295612989942868,0.07216428080588017,2.141047976598926,3.2519019394948985,112.2420069212461,0.03588683048224936,0.03954539209141489,0.021332698816102957,0.04344651469694182,36.13911391964678,0.8284685257401662,1.449717723188447,0.04658723835557702
1101.TW,台泥,2021,3,Basic Materials,1.8407053441191437,0.29833652631248403,0.4251846326624484,0.19254167709517855,0.14344574351544961,-0.18997976000683298,0.15761377593277026,0.0669724185025896,1.9313297801347131,2.9015595807512935,125.79441842979197,0.019178303395568353,0.021816449973320072,0.010555775763542873,0.020616798308957775,34.616343350162396,0.004760285660148999,0.41317982923469393,-0.006263005955540699
1101.TW,台泥,2021,4,Basic Materials,1.9095423970024885,0.3344729502110251,0.502568528682763,0.2435780200696454,0.15526151939352528,0.5539607314096162,0.16462327472563645,0.06823117400397961,1.699609342352077,3.0614231894711113,119.22559457160742,0.021985784446839265,0.02531172710049129,0.01123243930290984,0.022156931389995985,35.35911446121993,1.0401069746984855,2.164717384368705,-0.13655463925631847
1101.TW,台泥,2022,1,Basic Materials,1.6508815657272145,0.30888767857091715,0.44694280364181443,0.08689857396758809,0.009037515070106328,0.051020218503428805,0.037282410342960516,0.05073215421759262,1.547873803248077,2.2240001324324696,164.11869526319958,0.003632991839441294,0.004171675381754208,0.001891416991122643,0.004100325339507073,36.95638058607792,0.3595952339470761,1.2194137007421386,0.05448778082406328
1102.TW,亞泥,2013,1,Basic Materials,1.0592312234127794,0.29950376790538186,0.4275594274216267,0.06403759811363416,0.024390753361973362,0.11411831418614583,0.09844984944245257,0.06774173036610497,1.700661266473786,1.58605460953756,230.13078982597057,0.013156188976290038,0.013438992157551241,0.006669163155514251,0.011983012584644896,32.266989064192,-0.11195084146515506,0.4822223751199388,0.007946978788676852
1102.TW,亞泥,2013,2,Basic Materials,1.0320191434956876,0.3170171675553289,0.46416564589273285,0.13809271482674243,0.10440329314982419,0.17568533219047133,0.16141239087112574,0.08306658868206183,2.1080302200344807,1.8446887490485493,197.86535814687392,0.029144766728353054,0.029797900281069007,0.013407976680679995,0.02579120874552831,30.554419894909373,1.5963312802027834,2.3876376426114536,0.039014627208688216
1102.TW,亞泥,2013,3,Basic Materials,0.8747247445882118,0.26977145771496147,0.3694342826846919,0.11005975767567446,0.07998739110317513,0.09627185744655188,0.07730865357379657,0.08488509059500485,2.367238202787245,1.8862501420595894,193.50561829591587,0.013327050688594811,0.013616369677081894,0.006562352062389567,0.01282091789491861,30.997171173798257,0.8660037599340805,1.6062540955015974,-0.005263179990393348
1102.TW,亞泥,2013,4,Basic Materials,1.0545830701000916,0.2942515207112304,0.4169353946150441,0.17960050927651663,0.14655919772273965,0.18574343598911833,0.1361484860749684,0.09467353507238153,2.133591109212022,2.0738175975960567,176.00390720143537,0.02593895007818218,0.02647578030684748,0.012889658471470172,0.024564467494090768,32.571036612703274,2.1326588250501852,2.6047054857380583,0.05960266743682525
1102.TW,亞泥,2014,1,Basic Materials,1.0128789961432847,0.21675004965909736,0.27673164813449247,0.13767685690523176,0.10073886201347435,0.12389696655036146,0.10354470450440696,0.0634117372020211,1.6525853398947923,1.6669548138108004,218.96214401011804,0.010970020610706718,0.011127751011742642,0.0065659495906943855,0.0107007222918094,46.55969763951939,-0.7195144098692277,-0.2938559472789939,0.0964467150453182
1102.TW,亞泥,2014,2,Basic Materials,0.9923844465381593,0.2636635481954366,0.35807482781718575,0.154784619193962,0.11871705328921692,0.23033100710588317,0.1979464144844366,0.0797786869362172,2.105416327549986,1.9485761215295971,187.31626440822936,0.02829794393710976,0.0293363599027833,0.015791905031300558,0.02523647064940647,44.10587499336595,1.3433699032964135,1.3093675842952404,-0.07507473031713595
1102.TW,亞泥,2014,3,Basic Materials,0.9575404550438458,0.24525098012040958,0.32494375436159684,0.12020281663258943,0.08778891243263047,0.13740451301530396,0.11931871743292893,0.07494372329911575,1.968145487653387,1.7126938328845702,213.11456431489339,0.015514173280468137,0.016075309732281693,0.008942188943698805,0.014322958135885685,45.26549636121013,1.540952658723897,1.9534056640842075,-0.015151477203040737
1102.TW,亞泥,2014,4,Basic Materials,1.0857014972163914,0.25130970852514367,0.335665777140084,0.15812394031999585,0.11530408995524831,0.2007700850776027,0.13041256548804087,0.07230202363840017,1.8280824090363605,1.7199020360869746,212.22138955683064,0.016489041863612997,0.01706797594537417,0.009429092392660742,0.015431771794304081,48.11238028668128,0.987158150215776,1.4310369057708239,-0.007692288129757612
1102.TW,亞泥,2015,1,Basic Materials,1.1204580128325183,0.23452127580884385,0.306372036736424,0.10626986570571384,0.0675263123977626,0.12007787779747216,0.10039283893994023,0.05341127638568398,1.4068190469359578,1.3480210081150488,270.76729353823885,0.009222291826295038,0.009530305175747381,0.005362109667764604,0.009005444053125282,49.75082934517014,0.10405131456475056,0.36970802337755,-0.09573093445965432
1102.TW,亞泥,2015,2,Basic Materials,0.8544756030944731,0.23552480796672645,0.3080869208329723,0.10641553688638125,0.05703545439964675,0.1942843765724696,0.17962827151387095,0.05942408045492484,1.6017168353033704,1.4778227252953242,246.9849690036803,0.01908764451139979,0.019747282727091087,0.01067424485841935,0.01695045694218006,47.285898764079946,1.034971187409994,1.2118337006751139,-0.139092289754338
1102.TW,亞泥,2015,3,Basic Materials,0.9377681146318699,0.25879633764448556,0.349156852277337,0.08903711129057694,0.05063895704853803,-0.0022015700116285075,-0.010064379361098108,0.05855432655991718,1.81631701504906,1.458631538707289,250.23454540375627,-0.0010576090059074273,-0.0010944480474514627,-0.0005893129557326293,-0.0009055502841138202,47.733439632786734,1.9559120250349313,2.18896164723337,-0.07388314743457351
1102.TW,亞泥,2015,4,Basic Materials,0.8101978434999781,0.23776596171713896,0.3119330150261609,0.12388885945088877,0.06902449519814459,0.1004491785924534,0.03074078365767863,0.06358763134285796,2.055848856545164,1.6537767268479664,220.70693950063963,0.0034092005723681024,0.003530121148587101,0.0019547336184150216,0.002987393563469476,46.067715119844806,0.9703484261183695,1.329967342637421,-0.1245421140493907
1102.TW,亞泥,2016,1,Basic Materials,0.8227125333568421,0.2513895731024723,0.3358082709912392,0.07655756287311258,0.03115677937504218,0.02166967304140821,0.01491368943535374,0.05099458119804195,1.7117101607588046,1.3522661546727996,269.91727829520147,0.0013309050590373315,0.001380132887054478,0.0007605173468735267,0.0011488186885865346,43.46650067863627,0.9431785809397809,1.1718565741565121,0.2731092524523455
1102.TW,亞泥,2016,2,Basic Materials,0.7274971569999272,0.23112506151740908,0.3006016322674591,0.16173227516231461,0.12278905697022482,0.10378877091341962,0.08343737336839219,0.06506845184562866,1.95582989978478,1.5496048423226798,235.5439206377975,0.009509240108927806,0.009865771498679222,0.005429140711146967,0.008430973745259415,41.83844863010194,1.0391777089344136,1.0006065244755293,-0.12020034356474599
1102.TW,亞泥,2016,3,Basic Materials,0.799069464514511,0.24858773787992636,0.33082736390080725,0.13774315127753217,0.09841898384508971,0.09167403846422414,0.07781871669141223,0.06304117744808173,2.086030783210638,1.4479563231920476,252.07942681264754,0.008399166809612058,0.008708618344878993,0.004905783527725318,0.0072298994500617055,41.4461182076577,1.4936980119753183,1.5996476160625102,0.12333965665843093
1102.TW,亞泥,2016,4,Basic Materials,1.0315985327551616,0.2825727868605353,0.39386962424243077,0.17370135104059178,0.14124101267154604,0.1871508374912651,0.11764208174288102,0.0706246134091436,2.010873193328091,1.7163947277182872,212.65504612987118,0.014085536972027678,0.014590330732852997,0.008308426543737842,0.011502948890600813,41.84603018604606,0.33701496188903396,0.4128480732941454,-0.06250001208202244
1102.TW,亞泥,2017,1,Basic Materials,0.8928542279055504,0.2781926004989126,0.38541112309349984,0.07456976308628538,0.03534169566454048,0.009644681774891252,0.011651602903578197,0.05158687633751924,1.7271723316646745,1.2616020422453769,289.3146870231594,0.0010536197667055315,0.001089905655389793,0.0006010697981207686,0.0008534566172558294,41.164843523349106,-0.08400102194078787,0.0009359064155462564,-0.0018314739361850036
